Autophagy_related_gene_symbol	ID	Correlation_coefficient	P-value	Host_gene of circRNA	CircRNA_chromosomal_position (hg19)	Mean_expression	Log2FoldChange	FDR	Change	circbaseID
AMBRA1	circ_50880	0.421747957	1.41E-07	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
ATG13	circ_50880	0.404459705	4.96E-07	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
ATG2A	circ_50880	0.43908375	3.69E-08	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
CAPN1	circ_50880	0.437107941	4.31E-08	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
RELA	circ_50880	0.383259708	2.12E-06	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
FADD	circ_50880	0.446214488	2.08E-08	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
HSPA8	circ_50880	0.30099777	0.000246487	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
ULK1	circ_50880	0.359823031	9.44E-06	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
LAMP1	circ_50880	0.529802512	8.60E-12	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
ULK3	circ_50880	0.366173755	6.37E-06	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
TSC2	circ_50880	0.476441109	1.58E-09	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
MLST8	circ_50880	0.461313013	5.92E-09	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
MAPK3	circ_50880	0.3693288	5.23E-06	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
PELP1	circ_50880	0.454149717	1.08E-08	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
ERBB2	circ_50880	0.326614233	6.46E-05	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
BECN1	circ_50880	0.3358839	3.86E-05	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
CALCOCO2	circ_50880	0.318376079	0.000100697	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
ITGA3	circ_50880	0.37034467	4.90E-06	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
GAA	circ_50880	0.387246329	1.63E-06	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
RPTOR	circ_50880	0.37472825	3.70E-06	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
HGS	circ_50880	0.487820775	5.59E-10	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
P4HB	circ_50880	0.371834332	4.46E-06	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
WDR45B	circ_50880	0.388369061	1.51E-06	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
FKBP1A	circ_50880	0.33043658	5.23E-05	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
BCL2L1	circ_50880	0.355040669	1.26E-05	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
MAP1LC3A	circ_50880	0.362800528	7.86E-06	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
STK11	circ_50880	0.493262253	3.36E-10	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
EEF2	circ_50880	0.363707693	7.43E-06	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
MAP2K7	circ_50880	0.439454044	3.58E-08	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
ATG4D	circ_50880	0.493078245	3.42E-10	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
CAPNS1	circ_50880	0.300574307	0.00025175	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
SIRT2	circ_50880	0.489040167	4.99E-10	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
BAX	circ_50880	0.304182499	0.000210056	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
ATF4	circ_50880	0.353749119	1.36E-05	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
ARSA	circ_50880	0.378363982	2.93E-06	BACH1	chr21:30693541-30702014	3.389162991	-1.042349617	7.47E-06	Down	hsa_circ_0001181
PEX14	circ_61832	-0.419585549	1.65E-07	DOPEY2	chr21:37619814-37620866	7.533508826	1.879871531	2.02E-10	Up	hsa_circ_0001187
SESN2	circ_61832	-0.322790015	7.95E-05	DOPEY2	chr21:37619814-37620866	7.533508826	1.879871531	2.02E-10	Up	hsa_circ_0001187
DIRAS3	circ_61832	-0.348547434	1.86E-05	DOPEY2	chr21:37619814-37620866	7.533508826	1.879871531	2.02E-10	Up	hsa_circ_0001187
ARNT	circ_61832	-0.336142527	3.80E-05	DOPEY2	chr21:37619814-37620866	7.533508826	1.879871531	2.02E-10	Up	hsa_circ_0001187
MTMR14	circ_61832	-0.313641036	0.000129221	DOPEY2	chr21:37619814-37620866	7.533508826	1.879871531	2.02E-10	Up	hsa_circ_0001187
ATG7	circ_61832	-0.306139412	0.000190222	DOPEY2	chr21:37619814-37620866	7.533508826	1.879871531	2.02E-10	Up	hsa_circ_0001187
TP63	circ_61832	-0.314246787	0.000125192	DOPEY2	chr21:37619814-37620866	7.533508826	1.879871531	2.02E-10	Up	hsa_circ_0001187
SQSTM1	circ_61832	-0.366277524	6.33E-06	DOPEY2	chr21:37619814-37620866	7.533508826	1.879871531	2.02E-10	Up	hsa_circ_0001187
HDAC6	circ_61832	-0.335231162	4.00E-05	DOPEY2	chr21:37619814-37620866	7.533508826	1.879871531	2.02E-10	Up	hsa_circ_0001187
CTSB	circ_61832	-0.380708137	2.51E-06	DOPEY2	chr21:37619814-37620866	7.533508826	1.879871531	2.02E-10	Up	hsa_circ_0001187
DLC1	circ_61832	-0.341862999	2.74E-05	DOPEY2	chr21:37619814-37620866	7.533508826	1.879871531	2.02E-10	Up	hsa_circ_0001187
AMBRA1	circ_61832	-0.303720342	0.000215013	DOPEY2	chr21:37619814-37620866	7.533508826	1.879871531	2.02E-10	Up	hsa_circ_0001187
CAPN1	circ_61832	-0.335244005	4.00E-05	DOPEY2	chr21:37619814-37620866	7.533508826	1.879871531	2.02E-10	Up	hsa_circ_0001187
ATG16L2	circ_61832	-0.364551863	7.05E-06	DOPEY2	chr21:37619814-37620866	7.533508826	1.879871531	2.02E-10	Up	hsa_circ_0001187
CASP1	circ_61832	-0.383598755	2.08E-06	DOPEY2	chr21:37619814-37620866	7.533508826	1.879871531	2.02E-10	Up	hsa_circ_0001187
HSPB8	circ_61832	-0.376327741	3.34E-06	DOPEY2	chr21:37619814-37620866	7.533508826	1.879871531	2.02E-10	Up	hsa_circ_0001187
MAPK3	circ_61832	-0.483757042	8.14E-10	DOPEY2	chr21:37619814-37620866	7.533508826	1.879871531	2.02E-10	Up	hsa_circ_0001187
CX3CL1	circ_61832	-0.391573723	1.22E-06	DOPEY2	chr21:37619814-37620866	7.533508826	1.879871531	2.02E-10	Up	hsa_circ_0001187
CALCOCO2	circ_61832	-0.32605216	6.66E-05	DOPEY2	chr21:37619814-37620866	7.533508826	1.879871531	2.02E-10	Up	hsa_circ_0001187
ITGA3	circ_61832	-0.464695698	4.43E-09	DOPEY2	chr21:37619814-37620866	7.533508826	1.879871531	2.02E-10	Up	hsa_circ_0001187
ITGB4	circ_61832	-0.409669344	3.42E-07	DOPEY2	chr21:37619814-37620866	7.533508826	1.879871531	2.02E-10	Up	hsa_circ_0001187
RPTOR	circ_61832	-0.379095146	2.79E-06	DOPEY2	chr21:37619814-37620866	7.533508826	1.879871531	2.02E-10	Up	hsa_circ_0001187
RGS19	circ_61832	-0.406242387	4.37E-07	DOPEY2	chr21:37619814-37620866	7.533508826	1.879871531	2.02E-10	Up	hsa_circ_0001187
BCL2	circ_28650	0.318224143	0.000101513	BRWD1	chr21:40578033-40584633	1.919249072	-1.065241521	0.000157481	Down	hsa_circ_0116009
HDAC1	circ_90753	0.312613669	0.000136331	SDK1	chr7:3658711-3681737	1.175560987	3.326254832	0.002309213	Up	hsa_circ_0134225
ITGA6	circ_90753	0.327730253	6.08E-05	SDK1	chr7:3658711-3681737	1.175560987	3.326254832	0.002309213	Up	hsa_circ_0134225
RACK1	circ_90753	0.410609143	3.19E-07	SDK1	chr7:3658711-3681737	1.175560987	3.326254832	0.002309213	Up	hsa_circ_0134225
EIF4EBP1	circ_90753	0.339971434	3.06E-05	SDK1	chr7:3658711-3681737	1.175560987	3.326254832	0.002309213	Up	hsa_circ_0134225
MYC	circ_90753	0.318797207	9.85E-05	SDK1	chr7:3658711-3681737	1.175560987	3.326254832	0.002309213	Up	hsa_circ_0134225
TUSC1	circ_90753	0.439884934	3.46E-08	SDK1	chr7:3658711-3681737	1.175560987	3.326254832	0.002309213	Up	hsa_circ_0134225
HSPA8	circ_90753	0.364850559	6.92E-06	SDK1	chr7:3658711-3681737	1.175560987	3.326254832	0.002309213	Up	hsa_circ_0134225
HIF1A	circ_90753	0.318502588	0.000100023	SDK1	chr7:3658711-3681737	1.175560987	3.326254832	0.002309213	Up	hsa_circ_0134225
EIF2S1	circ_90753	0.365099706	6.82E-06	SDK1	chr7:3658711-3681737	1.175560987	3.326254832	0.002309213	Up	hsa_circ_0134225
RAB11A	circ_90753	0.491107412	4.12E-10	SDK1	chr7:3658711-3681737	1.175560987	3.326254832	0.002309213	Up	hsa_circ_0134225
TP53	circ_90753	0.372782674	4.20E-06	SDK1	chr7:3658711-3681737	1.175560987	3.326254832	0.002309213	Up	hsa_circ_0134225
RPS6KB1	circ_90753	0.335937168	3.85E-05	SDK1	chr7:3658711-3681737	1.175560987	3.326254832	0.002309213	Up	hsa_circ_0134225
CHMP4B	circ_90753	-0.362944565	7.79E-06	SDK1	chr7:3658711-3681737	1.175560987	3.326254832	0.002309213	Up	hsa_circ_0134225
BID	circ_90753	0.40097842	6.34E-07	SDK1	chr7:3658711-3681737	1.175560987	3.326254832	0.002309213	Up	hsa_circ_0134225
PEX14	circ_29942	-0.409054048	3.57E-07	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
SESN2	circ_29942	-0.32358157	7.62E-05	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
SH3GLB1	circ_29942	0.377457531	3.11E-06	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
PEA15	circ_29942	0.325932881	6.70E-05	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
NFE2L2	circ_29942	0.395541885	9.26E-07	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
NCKAP1	circ_29942	0.318436992	0.000100372	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
ATG16L1	circ_29942	-0.359749684	9.49E-06	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
CAPN10	circ_29942	-0.489538864	4.77E-10	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
ATG4B	circ_29942	-0.457402041	8.24E-09	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
MTMR14	circ_29942	-0.431314427	6.78E-08	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
ATG7	circ_29942	-0.353976214	1.35E-05	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
RAF1	circ_29942	-0.371045708	4.69E-06	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
RAB7A	circ_29942	0.372558271	4.26E-06	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
EIF4G1	circ_29942	-0.44687164	1.97E-08	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
BNIP1	circ_29942	-0.389857993	1.37E-06	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
RAB24	circ_29942	-0.320957097	8.77E-05	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
RAC1	circ_29942	0.368295747	5.58E-06	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
RHEB	circ_29942	0.424110772	1.18E-07	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
MBTPS2	circ_29942	0.358198804	1.04E-05	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
HDAC6	circ_29942	-0.470476206	2.68E-09	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
WDR45	circ_29942	-0.31828294	0.000101196	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
IKBKB	circ_29942	-0.301369649	0.000241949	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
MYC	circ_29942	-0.311320392	0.000145801	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
TSC1	circ_29942	-0.465472758	4.14E-09	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
ITGB1	circ_29942	0.311086294	0.000147579	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
SIRT1	circ_29942	0.369454012	5.19E-06	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
CTSD	circ_29942	-0.332234327	4.74E-05	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
MAPK8IP1	circ_29942	-0.345272922	2.25E-05	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
AMBRA1	circ_29942	-0.40417459	5.06E-07	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
ATG13	circ_29942	-0.334527366	4.17E-05	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
ATG2A	circ_29942	-0.496968493	2.36E-10	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
CAPN1	circ_29942	-0.340113283	3.04E-05	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
RELA	circ_29942	-0.379846603	2.66E-06	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
ATG16L2	circ_29942	-0.409984681	3.34E-07	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
ULK1	circ_29942	-0.452677027	1.22E-08	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
LAMP1	circ_29942	-0.349738531	1.73E-05	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
ULK3	circ_29942	-0.457578454	8.12E-09	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
TSC2	circ_29942	-0.466947697	3.64E-09	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
MLST8	circ_29942	-0.458601861	7.45E-09	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
PELP1	circ_29942	-0.51174559	5.56E-11	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
GAA	circ_29942	-0.39023535	1.33E-06	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
RPTOR	circ_29942	-0.411401546	3.02E-07	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
HGS	circ_29942	-0.48192156	9.62E-10	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
MAP1LC3A	circ_29942	-0.305788033	0.00019365	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
STK11	circ_29942	-0.446459059	2.04E-08	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
EEF2	circ_29942	-0.301205709	0.00024394	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
MAP2K7	circ_29942	-0.462503245	5.35E-09	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
ATG4D	circ_29942	-0.454439712	1.06E-08	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
SIRT2	circ_29942	-0.382031231	2.30E-06	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
BAX	circ_29942	-0.369252091	5.25E-06	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
ARSA	circ_29942	-0.414185187	2.46E-07	CCDC126	chr7:23650789-23651172	2.235150202	-1.248862696	0.000482636	Down	hsa_circ_0001684
VAMP3	circ_75516	-0.325323936	6.93E-05	MPP6	chr7:24659670-24708279	1.742808416	1.524990935	0.006975554	Up	hsa_circ_0133989
DIRAS3	circ_75516	-0.344772892	2.32E-05	MPP6	chr7:24659670-24708279	1.742808416	1.524990935	0.006975554	Up	hsa_circ_0133989
SH3GLB1	circ_75516	-0.352942443	1.43E-05	MPP6	chr7:24659670-24708279	1.742808416	1.524990935	0.006975554	Up	hsa_circ_0133989
ARNT	circ_75516	-0.30619375	0.000189697	MPP6	chr7:24659670-24708279	1.742808416	1.524990935	0.006975554	Up	hsa_circ_0133989
NFE2L2	circ_75516	-0.357930369	1.06E-05	MPP6	chr7:24659670-24708279	1.742808416	1.524990935	0.006975554	Up	hsa_circ_0133989
TP63	circ_75516	-0.347244931	2.01E-05	MPP6	chr7:24659670-24708279	1.742808416	1.524990935	0.006975554	Up	hsa_circ_0133989
ATG5	circ_75516	-0.303775156	0.000214419	MPP6	chr7:24659670-24708279	1.742808416	1.524990935	0.006975554	Up	hsa_circ_0133989
FOXO3	circ_75516	-0.346021626	2.16E-05	MPP6	chr7:24659670-24708279	1.742808416	1.524990935	0.006975554	Up	hsa_circ_0133989
GOPC	circ_75516	-0.332147095	4.76E-05	MPP6	chr7:24659670-24708279	1.742808416	1.524990935	0.006975554	Up	hsa_circ_0133989
CTSB	circ_75516	-0.323114791	7.81E-05	MPP6	chr7:24659670-24708279	1.742808416	1.524990935	0.006975554	Up	hsa_circ_0133989
PRKCQ	circ_75516	-0.305902687	0.000192525	MPP6	chr7:24659670-24708279	1.742808416	1.524990935	0.006975554	Up	hsa_circ_0133989
CASP1	circ_75516	-0.331479654	4.94E-05	MPP6	chr7:24659670-24708279	1.742808416	1.524990935	0.006975554	Up	hsa_circ_0133989
CAMKK2	circ_75516	0.345842036	2.18E-05	MPP6	chr7:24659670-24708279	1.742808416	1.524990935	0.006975554	Up	hsa_circ_0133989
FOXO1	circ_75516	-0.388587789	1.49E-06	MPP6	chr7:24659670-24708279	1.742808416	1.524990935	0.006975554	Up	hsa_circ_0133989
CX3CL1	circ_75516	-0.307740107	0.000175309	MPP6	chr7:24659670-24708279	1.742808416	1.524990935	0.006975554	Up	hsa_circ_0133989
MAP1LC3B	circ_75516	-0.346496727	2.10E-05	MPP6	chr7:24659670-24708279	1.742808416	1.524990935	0.006975554	Up	hsa_circ_0133989
ITGA3	circ_75516	-0.333189433	4.49E-05	MPP6	chr7:24659670-24708279	1.742808416	1.524990935	0.006975554	Up	hsa_circ_0133989
BIRC5	circ_75516	0.313970413	0.000127015	MPP6	chr7:24659670-24708279	1.742808416	1.524990935	0.006975554	Up	hsa_circ_0133989
NPC1	circ_75516	-0.403272774	5.40E-07	MPP6	chr7:24659670-24708279	1.742808416	1.524990935	0.006975554	Up	hsa_circ_0133989
BCL2	circ_75516	-0.343503324	2.50E-05	MPP6	chr7:24659670-24708279	1.742808416	1.524990935	0.006975554	Up	hsa_circ_0133989
TP53INP2	circ_75516	-0.343377261	2.51E-05	MPP6	chr7:24659670-24708279	1.742808416	1.524990935	0.006975554	Up	hsa_circ_0133989
EEF2	circ_75516	0.334522134	4.17E-05	MPP6	chr7:24659670-24708279	1.742808416	1.524990935	0.006975554	Up	hsa_circ_0133989
MTOR	circ_128777	0.453469231	1.15E-08	SEMA3C	chr7:80418621-80440017	2.009467468	-1.813482469	9.60E-06	Down	hsa_circ_0004365
HDAC1	circ_128777	-0.418558261	1.78E-07	SEMA3C	chr7:80418621-80440017	2.009467468	-1.813482469	9.60E-06	Down	hsa_circ_0004365
DIRAS3	circ_128777	0.332274163	4.73E-05	SEMA3C	chr7:80418621-80440017	2.009467468	-1.813482469	9.60E-06	Down	hsa_circ_0004365
FKBP1B	circ_128777	0.387063427	1.65E-06	SEMA3C	chr7:80418621-80440017	2.009467468	-1.813482469	9.60E-06	Down	hsa_circ_0004365
CANX	circ_128777	-0.410144604	3.30E-07	SEMA3C	chr7:80418621-80440017	2.009467468	-1.813482469	9.60E-06	Down	hsa_circ_0004365
EGFR	circ_128777	0.366633792	6.19E-06	SEMA3C	chr7:80418621-80440017	2.009467468	-1.813482469	9.60E-06	Down	hsa_circ_0004365
CTSB	circ_128777	0.310216421	0.000154365	SEMA3C	chr7:80418621-80440017	2.009467468	-1.813482469	9.60E-06	Down	hsa_circ_0004365
PTEN	circ_128777	0.396130547	8.89E-07	SEMA3C	chr7:80418621-80440017	2.009467468	-1.813482469	9.60E-06	Down	hsa_circ_0004365
HSPB8	circ_128777	0.422515259	1.33E-07	SEMA3C	chr7:80418621-80440017	2.009467468	-1.813482469	9.60E-06	Down	hsa_circ_0004365
RAB11A	circ_128777	-0.387994371	1.55E-06	SEMA3C	chr7:80418621-80440017	2.009467468	-1.813482469	9.60E-06	Down	hsa_circ_0004365
EEF2K	circ_128777	0.368631013	5.46E-06	SEMA3C	chr7:80418621-80440017	2.009467468	-1.813482469	9.60E-06	Down	hsa_circ_0004365
CX3CL1	circ_128777	0.330837496	5.12E-05	SEMA3C	chr7:80418621-80440017	2.009467468	-1.813482469	9.60E-06	Down	hsa_circ_0004365
ITGB4	circ_128777	0.334084292	4.27E-05	SEMA3C	chr7:80418621-80440017	2.009467468	-1.813482469	9.60E-06	Down	hsa_circ_0004365
FKBP1A	circ_128777	-0.344547335	2.35E-05	SEMA3C	chr7:80418621-80440017	2.009467468	-1.813482469	9.60E-06	Down	hsa_circ_0004365
TP53INP2	circ_128777	0.310728106	0.000150339	SEMA3C	chr7:80418621-80440017	2.009467468	-1.813482469	9.60E-06	Down	hsa_circ_0004365
ST13	circ_128777	-0.333451936	4.43E-05	SEMA3C	chr7:80418621-80440017	2.009467468	-1.813482469	9.60E-06	Down	hsa_circ_0004365
PEX14	circ_177554	0.37203941	4.40E-06	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
SESN2	circ_177554	0.36966705	5.12E-06	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
ARNT	circ_177554	0.310478477	0.000152291	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
ATG9A	circ_177554	0.30314401	0.000221346	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
CAPN10	circ_177554	0.344991965	2.29E-05	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
MTMR14	circ_177554	0.342522916	2.64E-05	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
TP63	circ_177554	0.324504621	7.25E-05	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
SQSTM1	circ_177554	0.35514959	1.25E-05	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
HDAC6	circ_177554	0.366561028	6.22E-06	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
CTSB	circ_177554	0.325172415	6.99E-05	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
BAG1	circ_177554	0.300064651	0.000258223	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
SAR1A	circ_177554	0.323936721	7.47E-05	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
AMBRA1	circ_177554	0.309984769	0.000156221	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
CAPN1	circ_177554	0.466391413	3.82E-09	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
RELA	circ_177554	0.405934657	4.47E-07	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
ATG16L2	circ_177554	0.300519908	0.000252434	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
CASP1	circ_177554	0.303212358	0.000220586	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
GABARAPL1	circ_177554	0.406549982	4.28E-07	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
MAPK3	circ_177554	0.365305764	6.73E-06	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
CX3CL1	circ_177554	0.381083701	2.45E-06	EPHB4	chr7:100410368-100410830	1.569391638	-1.225247672	0.00192444	Down	hsa_circ_0001730
